id, street, neighbourhood, zipcode, smart_location, is_location_exact, property_type, room_type, accommodates, bedrooms, beds, price
18819964, Dublin; County Dublin; Ireland, Crumlin, , Dublin; Ireland, f, Townhouse, Entire home/apt, 5, 3, 4, 107.00
18832195, Dublin; County Dublin; Ireland, Temple Bar, , Dublin; Ireland, f, Apartment, Entire home/apt, 6, 2, 4, 120.00
18835374, Dublin; County Dublin; Ireland, Mount Merrion, A94 H281, Dublin; Ireland, t, House, Entire home/apt, 6, 3, 4, 130.00
18835412, Stoneybatter; County Dublin; Ireland, Stoneybatter/Arbour Hill, D07 A070, Stoneybatter; Ireland, f, Apartment, Entire home/apt, 4, 2, 2, 151.00
18835798, Lucan; County Dublin; Ireland, , K78 WV83, Lucan; Ireland, t, House, Private room, 1, 1, 1, 28.00
18837038, Dublin; County Dublin; Ireland, Churchtown, , Dublin; Ireland, f, House, Entire home/apt, 4, 2, 2, 190.00
18837699, Dublin 6; County Dublin; Ireland, Ranelagh and Rathmines, , Dublin 6; Ireland, t, Apartment, Entire home/apt, 2, 0, 1, 95.00
18840560, Goatstown; County Dublin; Ireland, Ardilea, D14 X753, Goatstown; Ireland, t, House, Private room, 6, 3, 3, 200.00
18845106, Castleknock; County Dublin; Ireland, Castleknock, D15 F218, Castleknock; Ireland, t, House, Entire home/apt, 4, 2, 3, 97.00
18845904, Dublin; County Dublin; Ireland, Old City, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 120.00
18846978, Castleknock; County Dublin; Ireland, Castleknock, D15 HDK4, Castleknock; Ireland, t, House, Entire home/apt, 6, 3, 4, 250.00
18847673, Dublin; County Dublin; Ireland, East Wall, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 90.00
18848268, Swords; County Dublin; Ireland, , K67 P084, Swords; Ireland, f, House, Private room, 2, 1, 1, 40.00
18853179, Dublin; County Dublin; Ireland, "North City Central/OConnell Street", D01 YV66, Dublin; Ireland, t, Apartment, Entire home/apt, 4, 1, 2, 100.00
18853837, Dublin; County Dublin; Ireland, City Centre, , Dublin; Ireland, f, Apartment, Entire home/apt, 2, 1, 1, 110.00
18854267, Dublin; County Dublin; Ireland, The Liberties, , Dublin; Ireland, t, Apartment, Private room, 1, 1, 2, 120.00
18861697, Dublin 6; Ireland, Rathgar, D06 X7Y8, Dublin 6; Ireland, t, Guest suite, Private room, 2, 1, 1, 100.00
18862890, Dublin; County Dublin; Ireland, Trinity College, D02 CC89, Dublin; Ireland, t, Townhouse, Entire home/apt, 3, 2, 2, 140.00
18864773, Dublin; County Dublin; Ireland, Cabra, D07 PFX6, Dublin; Ireland, t, House, Entire home/apt, 4, 2, 3, 120.00
18869406, Dublin; County Dublin; Ireland, Mount Merrion, , Dublin; Ireland, t, Apartment, Private room, 1, 1, 1, 48.00
18869426, Dublin; County Dublin; Ireland, Docklands, d4, Dublin; Ireland, t, Serviced apartment, Entire home/apt, 6, 2, 4, 250.00
18869530, Dublin; County Dublin; Ireland, Stoneybatter/Arbour Hill, D07 XW70, Dublin; Ireland, t, Condominium, Entire home/apt, 4, 1, 2, 100.00
18870944, Dublin 12; County Dublin; Ireland, Terenure, D12 PX99, Dublin 12; Ireland, t, House, Private room, 1, 2, 1, 24.00
18886421, Dublin; Co. Dublin; Ireland, City Centre, Dublin 1, Dublin; Ireland, f, Other, Shared room, 1, 1, 1, 32.00
18891857, Malahide; County Dublin; Ireland, , , Malahide; Ireland, f, Cottage, Entire home/apt, 6, 2, 3, 162.00
18893506, Inchicore; County Dublin; Ireland, Inchicore, , Inchicore; Ireland, t, Apartment, Entire home/apt, 3, 1, 2, 85.00
18896045, Dublin 5; County Dublin; Ireland, Raheny, D05 KW28, Dublin 5; Ireland, t, House, Entire home/apt, 4, 3, 3, 68.00
18903404, Dublin; County Dublin; Ireland, City Centre, , Dublin; Ireland, t, Condominium, Entire home/apt, 6, 2, 3, 123.00
18903535, Dublin 1; County Dublin; Ireland, "North City Central/OConnell Street", D01 VK00, Dublin 1; Ireland, t, Apartment, Entire home/apt, 4, 1, 2, 91.00
18904305, Dublin 18; County Dublin; Ireland, , , Dublin 18; Ireland, t, Guest suite, Entire home/apt, 2, 1, 1, 59.00
18912696, Dublin; County Dublin; Ireland, The Liberties, D08 X2K2, Dublin; Ireland, f, House, Entire home/apt, 2, 0, 1, 75.00
18914686, Drumcondra; County Dublin; Ireland, Drumcondra, D09 H2X4, Drumcondra; Ireland, t, House, Entire home/apt, 5, 3, 4, 97.00
18920551, Mount Merrion; County Dublin; Ireland, Mount Merrion, A94 X9Y5, Mount Merrion; Ireland, t, House, Private room, 2, 1, 1, 46.00
18920642, Mount Merrion; County Dublin; Ireland, Mount Merrion, A94 X9Y5, Mount Merrion; Ireland, t, House, Private room, 1, 1, 1, 32.00
18920681, Mount Merrion; County Dublin; Ireland, Mount Merrion, A94 X9Y5, Mount Merrion; Ireland, t, House, Private room, 1, 1, 1, 35.00
18920888, Mount Merrion; County Dublin; Ireland, Mount Merrion, A94 X9Y5, Mount Merrion; Ireland, t, House, Private room, 2, 1, 1, 56.00
18921370, Phibsborough; County Dublin; Ireland, City Centre, D07 E9VH, Phibsborough; Ireland, t, House, Entire home/apt, 4, 2, 2, 195.00
18926197, Dublin 6; County Dublin; Ireland, Rathgar, D06 P5W7, Dublin 6; Ireland, t, House, Private room, 4, 2, 2, 110.00
18926846, Mount Saint Annes; County Dublin; Ireland, Donnybrook, , Mount Saint Annes; Ireland, t, Apartment, Private room, 2, 1, 1, 50.00
18929614, Dublin 4; County Dublin; Ireland, Ballsbridge, D04 E1W3, Dublin 4; Ireland, t, Townhouse, Private room, 2, 1, 1, 65.00
18938916, Baile Átha Cliath 9; Contae Bhaile Átha Cliath; Ireland, Addison Park, D09 C6N1, Baile Átha Cliath 9; Ireland, t, Guest suite, Private room, 2, 1, 1, 50.00
18942460, Dublin 4; County Dublin; Ireland, Sandymount, D04 W8C1, Dublin 4; Ireland, t, House, Entire home/apt, 3, 2, 2, 135.00
18943049, Dublin 1; County Dublin; Ireland, City Centre, D01 NY31, Dublin 1; Ireland, t, House, Private room, 2, 1, 1, 75.00
18943618, Mount Merrion; County Dublin; Ireland, Mount Merrion, A94 X9Y5, Mount Merrion; Ireland, t, House, Private room, 7, 4, 4, 55.00
18945731, Dublin; County Dublin; Ireland, Old City, , Dublin; Ireland, t, Apartment, Entire home/apt, 4, 2, 2, 155.00
18946484, Dublin; County Dublin; Ireland, Old City, , Dublin; Ireland, f, Apartment, Entire home/apt, 6, 2, 3, 550.00
18947620, Rialto; County Dublin; Ireland, Rialto, D08TF70, Rialto; Ireland, t, Apartment, Private room, 2, 1, 1, 200.00
18951376, Dublin; County Dublin; Ireland, Grafton Street/St. Stephens Green, , Dublin; Ireland, t, Apartment, Entire home/apt, 2, 1, 1, 80.00
18954697, Dublin; County Dublin; Ireland, Dundrum, , Dublin; Ireland, f, Apartment, Entire home/apt, 7, 3, 4, 110.00
18954805, Dublin 1; County Dublin; Ireland, City Centre, D01 XY96, Dublin 1; Ireland, t, House, Private room, 2, 1, 1, 60.00
18955822, Dublin 8; County Dublin; Ireland, Old City, D08 Y0R9, Dublin 8; Ireland, t, House, Entire home/apt, 4, 3, 3, 130.00
18956080, Clonee; County Dublin; Ireland, , D15 E0K7, Clonee; Ireland, t, House, Private room, 1, 1, 1, 17.00
18958782, Dublin; County Dublin; Ireland, City Centre, , Dublin; Ireland, t, Apartment, Entire home/apt, 4, 1, 2, 129.00
18958924, Dublin 5; County Dublin; Ireland, Raheny, D05 XF78, Dublin 5; Ireland, t, House, Private room, 2, 1, 2, 32.00
18969805, Dublin 6; County Dublin; Ireland, Ranelagh and Rathmines, , Dublin 6; Ireland, f, Apartment, Entire home/apt, 3, 1, 1, 500.00
18973004, Dublin; County Dublin; Ireland, Booterstown, , Dublin; Ireland, t, Bungalow, Entire home/apt, 4, 2, 2, 250.00
18973367, Dublin; County Dublin; Ireland, Beaumont, , Dublin; Ireland, t, Apartment, Entire home/apt, 6, 2, 6, 90.00
18973555, Dublin; County Dublin; Ireland, Castleknock, D15 X6C8, Dublin; Ireland, t, House, Entire home/apt, 7, 3, 5, 159.00
18974495, Dublin 8; County Dublin; Ireland, Old City, , Dublin 8; Ireland, t, Apartment, Entire home/apt, 4, 2, 3, 90.00
18975503, Dublin; County Dublin; Ireland, Santry, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 46.00
18987596, Malahide; County Dublin; Ireland, , K36 VH70, Malahide; Ireland, t, House, Private room, 2, 1, 1, 78.00
18987608, Dundrum; County Dublin; Ireland, Dundrum, D16 P6V0, Dundrum; Ireland, t, Townhouse, Entire home/apt, 5, 3, 3, 150.00
18990564, Dublin; County Dublin; Ireland, Docklands, D02 PP78, Dublin; Ireland, f, Apartment, Entire home/apt, 5, 2, 3, 270.00
18991499, North Strand; County Dublin; Ireland, Ballybough, D03 P2Y9, North Strand; Ireland, t, Apartment, Entire home/apt, 3, 1, 2, 75.00
18991662, Dublin 2; County Dublin; Ireland, Docklands, , Dublin 2; Ireland, t, Apartment, Entire home/apt, 5, 1, 3, 100.00
18993080, Dublin 1; County Dublin; Ireland, City Centre, D01 DK51, Dublin 1; Ireland, t, Apartment, Private room, 2, 1, 2, 55.00
18993950, Dublin; County Dublin; Ireland, Booterstown, , Dublin; Ireland, t, Apartment, Entire home/apt, 2, 1, 1, 80.00
18994318, Ranelagh; County Dublin; Ireland, Ranelagh and Rathmines, D06 Y891, Ranelagh; Ireland, f, Apartment, Entire home/apt, 2, 1, 1, 55.00
18994714, Dublin 1; County Dublin; Ireland, "North City Central/OConnell Street", , Dublin 1; Ireland, f, Apartment, Private room, 2, 1, 1, 35.00
18995584, Dublin; County Dublin; Ireland, Old City, , Dublin; Ireland, f, Apartment, Private room, 1, 1, 1, 60.00
18997526, Rush; County Dublin; Ireland, , K56 EA22, Rush; Ireland, f, House, Private room, 2, 1, 1, 50.00
18997836, Rush; County Dublin; Ireland, , K56 EA22, Rush; Ireland, f, House, Private room, 2, 1, 1, 50.00
19004592, Skerries; County Dublin; Ireland, , , Skerries; Ireland, f, House, Entire home/apt, 6, 4, 4, 90.00
19010355, Skerries; County Dublin; Ireland, , K34 W292, Skerries; Ireland, t, Cabin, Entire home/apt, 6, 3, 3, 106.00
19010374, Beaumont; County Dublin; Ireland, Beaumont, D09 P28D, Beaumont; Ireland, t, House, Private room, 2, 1, 1, 50.00
19016909, Dublin; County Dublin; Ireland, City Centre, D01 NX88, Dublin; Ireland, t, Apartment, Entire home/apt, 1, 0, 1, 65.00
19017171, Dublin; County Dublin; Ireland, City Centre, , Dublin; Ireland, f, Apartment, Entire home/apt, 4, 2, 2, 180.00
19017798, Drumcondra; County Dublin; Ireland, Drumcondra, , Drumcondra; Ireland, t, Apartment, Private room, 2, 1, 1, 49.00
19023547, Dublin; County Dublin; Ireland, Docklands, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 60.00
19026019, Dublin 2; County Dublin; Ireland, Docklands, , Dublin 2; Ireland, t, Apartment, Entire home/apt, 2, 1, 1, 140.00
19026252, Whitehall; County Dublin; Ireland, Santry, D09 A064, Whitehall; Ireland, t, House, Shared room, 2, 1, 1, 80.00
19026630, Dublin; County Dublin; Ireland, City Centre, , Dublin; Ireland, t, Apartment, Entire home/apt, 6, 2, 4, 180.00
19027258, Dublin; County Dublin; Ireland, Drumcondra, , Dublin; Ireland, f, Apartment, Entire home/apt, 6, 3, 4, 175.00
19027676, Dublin 8; County Dublin; Ireland, Old City, D08 Y9Y7, Dublin 8; Ireland, t, House, Entire home/apt, 4, 1, 2, 70.00
19027677, Dublin; County Dublin; Ireland, Docklands, , Dublin; Ireland, f, Apartment, Entire home/apt, 2, 1, 1, 120.00
19028079, Dublin; County Dublin; Ireland, Rialto, D08 V2YK, Dublin; Ireland, t, House, Private room, 2, 1, 1, 34.00
19028229, Dublin 8; County Dublin; Ireland, Portobello, D08 X4H3, Dublin 8; Ireland, t, House, Entire home/apt, 2, 1, 1, 290.00
19031180, Dublin; County Dublin; Ireland, Ballsbridge, , Dublin; Ireland, f, Apartment, Entire home/apt, 4, 2, 3, 250.00
19033848, Dublin; County Dublin; Ireland, Kilmainham, , Dublin; Ireland, t, Townhouse, Private room, 2, 1, 1, 50.00
19034220, Dublin; County Dublin; Ireland, City Centre, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 60.00
19034425, Dublin 6; County Dublin; Ireland, Ranelagh and Rathmines, , Dublin 6; Ireland, t, Apartment, Entire home/apt, 2, 0, 1, 99.00
19035274, Dublin; County Dublin; Ireland, Old City, , Dublin; Ireland, f, Apartment, Entire home/apt, 4, 1, 1, 100.00
19035659, Dublin 8; County Dublin; Ireland, Portobello, D08 H7WE, Dublin 8; Ireland, t, Townhouse, Private room, 2, 1, 1, 55.00
19036642, Dublin; County Dublin; Ireland, "North City Central/OConnell Street", , Dublin; Ireland, t, Apartment, Entire home/apt, 7, 1, 5, 160.00
19042258, Dublin 8; County Dublin; Ireland, The Liberties, D08 R9Y6, Dublin 8; Ireland, t, Apartment, Entire home/apt, 3, 1, 1, 75.00
19047673, Dublin 1; County Dublin; Ireland, City Centre, D01 NY31, Dublin 1; Ireland, t, House, Private room, 2, 1, 1, 65.00
19051359, Dublin; County Dublin; Ireland, City Centre, , Dublin; Ireland, f, Apartment, Entire home/apt, 4, 1, 2, 125.00
19052248, Dublin; County Dublin; Ireland, Finglas, , Dublin; Ireland, t, Apartment, Private room, 1, 1, 1, 25.00
19054444, Droim Conrach; Contae Bhaile Átha Cliath; Ireland, Ballybough, D03 HE17, Droim Conrach; Ireland, t, Apartment, Private room, 2, 1, 1, 60.00
19061014, 都柏林; County Dublin; Ireland, Grafton Street/St. Stephens Green, Dublin 2, 都柏林; Ireland, f, Apartment, Entire home/apt, 4, 2, 2, 200.00
19062713, Dublin; County Dublin; Ireland, Grafton Street/St. Stephens Green, , Dublin; Ireland, f, Apartment, Entire home/apt, 4, 2, 2, 250.00
19062916, Dublin 2; County Dublin; Ireland, Temple Bar, D02 RC61, Dublin 2; Ireland, t, Apartment, Private room, 2, 1, 1, 69.00
19064774, Phibsborough; County Dublin; Ireland, Phibsborough, D07 N9K5, Phibsborough; Ireland, t, Townhouse, Private room, 2, 1, 1, 80.00
19064849, Dublin 8; County Dublin; Ireland, The Liberties, , Dublin 8; Ireland, t, Apartment, Private room, 1, 1, 1, 60.00
19077189, Churchtown; County Dublin; Ireland, Churchtown, , Churchtown; Ireland, f, House, Private room, 1, 1, 1, 21.00
19078972, Royal Canal Park; County Dublin; Ireland, Pelletstown, , Royal Canal Park; Ireland, t, Apartment, Entire home/apt, 4, 2, 2, 62.00
19078993, Dublin; County Dublin; Ireland, Blackrock, , Dublin; Ireland, t, House, Private room, 4, 2, 3, 200.00
19079889, Ballsbridge; County Dublin; Ireland, Ballsbridge, , Ballsbridge; Ireland, t, Apartment, Entire home/apt, 2, 1, 1, 109.00
19082227, Palmerstown; County Dublin; Ireland, Ballyfermot, D20 E527, Palmerstown; Ireland, f, Guest suite, Entire home/apt, 2, 1, 1, 60.00
19082277, Rathmines; County Dublin; Ireland, Ranelagh and Rathmines, , Rathmines; Ireland, t, Apartment, Entire home/apt, 2, 1, 2, 95.00
19088966, Malahide; County Dublin; Ireland, , , Malahide; Ireland, t, Condominium, Entire home/apt, 4, 2, 3, 135.00
19091481, Killiney; County Dublin; Ireland, , A96 TR98, Killiney; Ireland, t, House, Entire home/apt, 4, 2, 2, 105.00
19091994, Whitehall; County Dublin; Ireland, Drumcondra, , Whitehall; Ireland, f, House, Private room, 1, 0, 1, 59.00
19095006, Drumcondra; County Dublin; Ireland, Drumcondra, D09 W1X5, Drumcondra; Ireland, t, Townhouse, Entire home/apt, 6, 3, 3, 99.00
19099745, Dublin 2; County Dublin; Ireland, Temple Bar, , Dublin 2; Ireland, t, Apartment, Entire home/apt, 6, 2, 2, 150.00
19101139, Drimnagh; County Dublin; Ireland, Crumlin, D12 VK66, Drimnagh; Ireland, t, House, Private room, 1, 1, 1, 30.00
19107296, Dublin 6; County Dublin; Ireland, Rathgar, D06 NN70, Dublin 6; Ireland, t, House, Private room, 2, 1, 1, 40.00
19110505, Inchicore; County Dublin; Ireland, Inchicore, , Inchicore; Ireland, t, House, Private room, 2, 1, 1, 55.00
19112295, Arbour Hill; County Dublin; Ireland, City Centre, D07 K8N3, Arbour Hill; Ireland, t, Cottage, Private room, 2, 1, 1, 65.00
19113416, Dublin 24; County Dublin; Ireland, , D24 A8PA, Dublin 24; Ireland, t, House, Private room, 1, 1, 1, 55.00
19115808, Dublin 6; County Dublin; Ireland, Ranelagh and Rathmines, D06 EH63, Dublin 6; Ireland, t, Apartment, Entire home/apt, 2, 1, 1, 100.00
19117651, Belmayne; County Dublin; Ireland, Bonnybrook/Darndale, D13 X0C5, Belmayne; Ireland, t, Townhouse, Private room, 2, 0, 1, 37.00
19118846, Dublin 4; County Dublin; Ireland, Docklands, , Dublin 4; Ireland, t, Apartment, Private room, 2, 1, 1, 75.00
19119114, Dublin 6; County Dublin; Ireland, Ranelagh and Rathmines, D06 PY23, Dublin 6; Ireland, t, Apartment, Entire home/apt, 4, 2, 2, 270.00
19119814, Dublin 7; County Dublin; Ireland, Stoneybatter/Arbour Hill, D07 X4F3, Dublin 7; Ireland, t, House, Private room, 2, 1, 1, 56.00
19120545, Killiney; County Dublin; Ireland, , , Killiney; Ireland, t, Bungalow, Private room, 1, 1, 1, 48.00
19123696, Dublin; County Dublin; Ireland, , A96 X9W4, Dublin; Ireland, f, House, Private room, 2, 1, 2, 270.00
19125291, Ballybrack; County Dublin; Ireland, , , Ballybrack; Ireland, t, House, Private room, 2, 1, 1, 60.00
19125395, Blackrock; County Dublin; Ireland, Blackrock, A94 D20, Blackrock; Ireland, f, House, Private room, 2, 1, 1, 61.00
19126643, Dublin 18; County Dublin; Ireland, , , Dublin 18; Ireland, t, Guest suite, Entire home/apt, 2, 1, 1, 69.00
19127552, Dublin 4; County Dublin; Ireland, Ringsend/Irishtown, D04 H3K8, Dublin 4; Ireland, f, Apartment, Entire home/apt, 3, 1, 1, 100.00
19129737, Dublin; County Dublin; Ireland, Castleknock, , Dublin; Ireland, t, Serviced apartment, Private room, 2, 1, 1, 20.00
19130837, Dublin 8; County Dublin; Ireland, Old City, , Dublin 8; Ireland, t, Apartment, Entire home/apt, 2, 1, 1, 100.00
19131348, Dublin 14; County Dublin; Ireland, Dundrum, D14 KV57, Dublin 14; Ireland, t, House, Entire home/apt, 6, 3, 4, 125.00
19132559, Dublin 1; County Dublin; Ireland, Smithfield, , Dublin 1; Ireland, t, Apartment, Private room, 2, 1, 1, 75.00
19133172, Dublin ; County Dublin; Ireland, Grafton Street/St. Stephens Green, D02 DV26, Dublin ; Ireland, t, House, Entire home/apt, 7, 2, 2, 250.00
19136246, Dublin; Dublin; Ireland, Temple Bar, D02 P954, Dublin; Ireland, f, Apartment, Entire home/apt, 2, 1, 1, 86.00
19137192, Beaumont; County Dublin; Ireland, Beaumont, D09 P28D, Beaumont; Ireland, t, House, Private room, 2, 1, 1, 50.00
19138046, Drumcondra; County Dublin; Ireland, Drumcondra, D09 E7W1, Drumcondra; Ireland, t, House, Entire home/apt, 7, 4, 4, 208.00
19139063, Dublin 24; County Dublin; Ireland, , D24 A8PA, Dublin 24; Ireland, t, House, Private room, 2, 1, 1, 65.00
19139507, Dublin 24; County Dublin; Ireland, Knocklyon, , Dublin 24; Ireland, f, House, Entire home/apt, 5, 3, 3, 99.00
19140087, Dublin 8; County Dublin; Ireland, The Liberties, D08 V8X5, Dublin 8; Ireland, t, House, Private room, 2, 1, 1, 70.00
19142524, Dublin 8; County Dublin; Ireland, Old City, D08 P4V2, Dublin 8; Ireland, t, Apartment, Private room, 2, 1, 1, 60.00
19147019, Rathmines; County Dublin; Ireland, Ranelagh and Rathmines, D06 H590, Rathmines; Ireland, t, House, Private room, 2, 1, 1, 40.00
19151456, Dublin 3; Dublin; Ireland, Clontarf, , Dublin 3; Ireland, t, House, Entire home/apt, 8, 4, 5, 295.00
19152499, Dublin 8; County Dublin; Ireland, Old City, D08 E0Y6, Dublin 8; Ireland, t, House, Entire home/apt, 1, 2, 3, 150.00
19153676, Inchicore; County Dublin; Ireland, Inchicore, D08 EHF1, Inchicore; Ireland, t, Townhouse, Private room, 3, 2, 3, 100.00
19154612, Terenure; County Dublin; Ireland, Ranelagh and Rathmines, , Terenure; Ireland, t, Apartment, Entire home/apt, 4, 1, 2, 100.00
19156449, Dublin 8; County Dublin; Ireland, Portobello, D08 Y7W2, Dublin 8; Ireland, t, House, Entire home/apt, 8, 5, 5, 450.00
19159613, Dublin; County Dublin; Ireland, , A96 D3K7, Dublin; Ireland, t, House, Private room, 1, 1, 1, 55.00
19170335, Ranelagh; County Dublin; Ireland, Ranelagh and Rathmines, , Ranelagh; Ireland, f, House, Entire home/apt, 7, 4, 7, 327.00
19171582, Dublin; County Dublin; Ireland, Phoenix Park and Surrounds, , Dublin; Ireland, t, Cottage, Entire home/apt, 6, 2, 2, 120.00
19173665, Dublin 9; County Dublin; Ireland, Santry, D09 HX33, Dublin 9; Ireland, t, House, Private room, 2, 1, 1, 35.00
19175581, Dublin 18; County Dublin; Ireland, , , Dublin 18; Ireland, t, House, Private room, 2, 1, 1, 34.00
19175587, Dublin 8; County Dublin; Ireland, Old City, , Dublin 8; Ireland, t, Apartment, Entire home/apt, 4, 1, 2, 139.00
19175929, Arbour Hill; County Dublin; Ireland, Stoneybatter/Arbour Hill, D07 C9P4, Arbour Hill; Ireland, t, House, Entire home/apt, 4, 2, 2, 300.00
19176025, Swords; County Dublin; Ireland, , K67 YV12, Swords; Ireland, t, House, Private room, 2, 1, 1, 45.00
19178081, Dublin; County Dublin; Ireland, Raheny, , Dublin; Ireland, t, Townhouse, Private room, 2, 1, 1, 30.00
19178552, Dublin 8; County Dublin; Ireland, Old City, D08 HA8X, Dublin 8; Ireland, t, Cottage, Entire home/apt, 2, 1, 1, 90.00
19180217, Dublin 8; County Dublin; Ireland, Old City, , Dublin 8; Ireland, t, Apartment, Private room, 2, 1, 1, 50.00
19186464, Dublin 18; County Dublin; Ireland, , , Dublin 18; Ireland, t, Guest suite, Entire home/apt, 2, 1, 1, 59.00
19187100, Hybreasal; County Dublin; Ireland, Kilmainham, , Hybreasal; Ireland, t, Apartment, Private room, 2, 1, 1, 45.00
19189084, County Dublin; County Dublin; Ireland, , , County Dublin; Ireland, f, Guest suite, Entire home/apt, 2, 1, 1, 69.00
19190023, Dublin; County Dublin; Ireland, Rialto, , Dublin; Ireland, t, House, Entire home/apt, 10, 4, 5, 165.00
19201268, Drumcondra; County Dublin; Ireland, Drumcondra, D03 YA66, Drumcondra; Ireland, t, Apartment, Entire home/apt, 5, 2, 3, 70.00
19202885, Dublin; County Dublin; Ireland, Clontarf, , Dublin; Ireland, f, Bungalow, Private room, 2, 1, 1, 60.00
19210170, Dublin 17; County Dublin; Ireland, Bonnybrook/Darndale, D17 HW59, Dublin 17; Ireland, t, Apartment, Entire home/apt, 2, 1, 1, 50.00
19211974, Churchtown; County Dublin; Ireland, Churchtown, , Churchtown; Ireland, f, House, Private room, 2, 1, 2, 30.00
19212194, Dublin ; County Dublin; Ireland, "North City Central/OConnell Street", D01 DX01, Dublin ; Ireland, t, Apartment, Entire home/apt, 2, 0, 1, 59.00
19218767, Dublin 7; County Dublin; Ireland, Cabra, D07 Y9T0, Dublin 7; Ireland, t, House, Entire home/apt, 4, 2, 2, 140.00
19219792, Dublin 14; County Dublin; Ireland, Ardilea, D14 FH94, Dublin 14; Ireland, t, House, Private room, 1, 1, 1, 59.00
19220591, Dublin; County Dublin; Ireland, Phoenix Park and Surrounds, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 65.00
19226206, Dublin 3; County Dublin; Ireland, Clontarf, D03 A9F5, Dublin 3; Ireland, t, Apartment, Entire home/apt, 3, 1, 2, 119.00
19235367, Dublin 16; County Dublin; Ireland, Rathfarnham, , Dublin 16; Ireland, t, Apartment, Entire home/apt, 6, 2, 4, 150.00
19235604, Dublin 7; County Dublin; Ireland, Smithfield, , Dublin 7; Ireland, t, Apartment, Entire home/apt, 2, 1, 1, 100.00
19238293, Dublin 1; County Dublin; Ireland, City Centre, D01 T668, Dublin 1; Ireland, t, Apartment, Private room, 2, 1, 1, 80.00
19241192, Dublin; County Dublin; Ireland, Georgian Quarter, , Dublin; Ireland, f, Apartment, Private room, 1, 2, 1, 90.00
19241326, Dublin 2; County Dublin; Ireland, Trinity College, , Dublin 2; Ireland, t, Apartment, Entire home/apt, 5, 2, 2, 189.00
19241403, Dublin; County Dublin; Ireland, Dundrum, , Dublin; Ireland, t, Apartment, Entire home/apt, 2, 1, 1, 80.00
19244052, Dublin 4; County Dublin; Ireland, Sandymount, D04 FD60, Dublin 4; Ireland, t, House, Entire home/apt, 4, 2, 2, 100.00
19244485, Dublin; County Dublin; Ireland, Dundrum, , Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 100.00
19245299, Milltown; County Dublin; Ireland, Donnybrook, D6, Milltown; Ireland, t, Apartment, Entire home/apt, 4, 2, 4, 140.00
19254301, Crumlin; County Dublin; Ireland, Crumlin, 12, Crumlin; Ireland, t, House, Entire home/apt, 9, 3, 4, 110.00
19258094, Swords; County Dublin; Ireland, , , Swords; Ireland, t, House, Entire home/apt, 5, 3, 3, 190.00
19258957, Shankill; County Dublin; Ireland, , D18 EC90, Shankill; Ireland, f, Apartment, Entire home/apt, 4, 2, 2, 65.00
19264544, Dublin 7; County Dublin; Ireland, Stoneybatter/Arbour Hill, , Dublin 7; Ireland, f, Apartment, Entire home/apt, 4, 2, 2, 118.00
19265349, East Wall; County Dublin; Ireland, East Wall, D03 KN53, East Wall; Ireland, t, Townhouse, Entire home/apt, 4, 2, 2, 99.00
19265844, Dublin 7; County Dublin; Ireland, Cabra, , Dublin 7; Ireland, t, House, Private room, 1, 1, 1, 65.00
19266060, Dublin; County Dublin; Ireland, Docklands, , Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 150.00
19268157, Dublin; County Dublin; Ireland, Ballymun, , Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 50.00
19269936, Dublin; County Dublin; Ireland, Beaumont, , Dublin; Ireland, t, Apartment, Entire home/apt, 6, 2, 6, 85.00
19271019, Dublin 6; County Dublin; Ireland, Ranelagh and Rathmines, D06 XF96, Dublin 6; Ireland, t, House, Private room, 2, 1, 1, 50.00
19280174, Dublin; County Dublin; Ireland, Terenure, , Dublin; Ireland, t, Apartment, Entire home/apt, 5, 3, 3, 215.00
19281152, Cabra; County Dublin; Ireland, Cabra, D07 XF88, Cabra; Ireland, f, House, Private room, 2, 1, 1, 50.00
19284676, Dublin 18; County Dublin; Ireland, , D18 VX48, Dublin 18; Ireland, t, Dome house, Entire home/apt, 3, 2, 2, 100.00
19287813, Dublin; County Dublin; Ireland, Smithfield, , Dublin; Ireland, f, Serviced apartment, Private room, 2, 1, 1, 65.00
19291945, Dublin 7; County Dublin; Ireland, City Centre, D07 CF67, Dublin 7; Ireland, t, Bungalow, Private room, 2, 1, 1, 55.00
19292380, Howth; County Dublin; Ireland, , D13 V048, Howth; Ireland, t, Apartment, Entire home/apt, 4, 0, 1, 102.00
19293818, Dublin; County Dublin; Ireland, City Centre, , Dublin; Ireland, f, Other, Private room, 2, 1, 1, 66.00
19295178, Dublin 7; County Dublin; Ireland, City Centre, , Dublin 7; Ireland, t, Apartment, Private room, 2, 1, 1, 85.00
19302879, Dublin; Dublin; Ireland, City Centre, 1, Dublin; Ireland, f, Apartment, Entire home/apt, 2, 1, 1, 110.00
