id, street, neighbourhood, zipcode, smart_location, is_location_exact, property_type, room_type, accommodates, bedrooms, beds, price_19q1, price_19q2, price_19q3, price_19q4, price_20q1, price_20q2, price_20q3
18245697,  phibsboro;CountyDublin;Ireland,  Phibsborough,  D07KW9H,  phibsboro;Ireland,  t,  Apartment,  Privateroom, 2, 1, 1, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0
18246448,  Dublin;CountyDublin;Ireland,  Ballyfermot,  D20AW80,  Dublin;Ireland,  t,  House,  Privateroom, 1, 1, 1, 50.0, 50.0, 50.0, 50.0, 44.0, 40.0, 40.0
18248328,  Dublin;SouthDublin;Ireland,  Rathgar,  D06AR22,  Dublin;Ireland,  t,  House,  Entirehome/apt, 4, 2, 2, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0
18249425,  Dublin;CountyDublin;Ireland,  EastWall,  ,  Dublin;Ireland,  t,  Apartment,  Entirehome/apt, 4, 2, 2, 100.0, 66.66666666666667, 100.0, 100.0, 100.0, 100.0, 100.0
18260039,  Dublin;CountyDublin;Ireland,  Docklands,  D2,  Dublin;Ireland,  f,  Apartment,  Entirehome/apt, 8, 3, 4, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0
18260530,  Dublin2;Ireland;Ireland,  GeorgianQuarter,  D2,  Dublin2;Ireland,  f,  Apartment,  Entirehome/apt, 6, 2, 4, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0
18269396,  Rathmines;CountyDublin;Ireland,  RanelaghandRathmines,  D06WN30,  Rathmines;Ireland,  t,  Apartment,  Privateroom, 2, 1, 1, 34.0, 34.0, 22.666666666666668, 119.72, 119.95, 124.54, 125.58
18271892,  Dublin;CountyDublin;Ireland,  Phibsborough,  ,  Dublin;Ireland,  t,  Apartment,  Entirehome/apt, 3, 1, 1, 89.0, 89.0, 89.0, 89.0, 89.0, 89.0, 89.0
18278455,  Ballybrack;CountyDublin;Ireland,  ,  ,  Ballybrack;Ireland,  t,  House,  Privateroom, 2, 1, 1, 60.0, 60.0, 60.0, 20.0, 119.95, 124.54, 125.58
18281097,  Blackrock;CountyDublin;Ireland,  Blackrock,  ,  Blackrock;Ireland,  f,  Bungalow,  Privateroom, 2, 1, 1, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0
18281628,  Santry;CountyDublin;Ireland,  Santry,  D09Y067,  Santry;Ireland,  t,  House,  Privateroom, 2, 1, 1, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0
18281884,  Cabinteely;CountyDublin;Ireland,  Blackrock,  D18H7N5,  Cabinteely;Ireland,  t,  Apartment,  Entirehome/apt, 2, 1, 1, 53.0, 53.0, 53.0, 53.0, 53.0, 53.0, 53.0
18284931,  Dublin;CountyDublin;Ireland,  CityCentre,  D01W8H0,  Dublin;Ireland,  f,  Townhouse,  Privateroom, 2, 1, 1, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
18284949,  Dublin;CountyDublin;Ireland,  TheLiberties,  D08AC6V,  Dublin;Ireland,  t,  House,  Privateroom, 1, 1, 1, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0
18296740,  Jobstown;CountyDublin;Ireland,  ,  D24N5P8,  Jobstown;Ireland,  t,  House,  Privateroom, 2, 1, 1, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0
18300572,  Dalkey;CountyDublin;Ireland,  ,  ,  Dalkey;Ireland,  t,  House,  Entirehome/apt, 6, 4, 5, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0
18301280,  Sutton;CountyDublin;Ireland,  ,  D13E2P6,  Sutton;Ireland,  t,  House,  Entirehome/apt, 6, 3, 3, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0, 119.0
18301811,  Malahide;CountyDublin;Ireland,  ,  K36YA07,  Malahide;Ireland,  t,  House,  Entirehome/apt, 4, 3, 3, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0
18302582,  Donnybrook;CountyDublin;Ireland,  Donnybrook,  ,  Donnybrook;Ireland,  f,  House,  Entirehome/apt, 4, 2, 3, 160.0, 160.0, 180.0, 180.0, 180.0, 180.0, 180.0
18303827,  Dublin;CountyDublin;Ireland,  EastWall,  ,  Dublin;Ireland,  t,  Apartment,  Entirehome/apt, 2, 1, 1, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0
18304223,  Dublin;CountyDublin;Ireland,  "HaroldsCross",  D6WNX07,  Dublin;Ireland,  t,  Apartment,  Privateroom, 4, 2, 2, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0
18311071,  Dublin;CountyDublin;Ireland,  CityCentre,  ,  Dublin;Ireland,  t,  Apartment,  Entirehome/apt, 2, 1, 1, 100.0, 100.0, 66.66666666666667, 119.72, 119.95, 124.54, 125.58
18311302,  Dublin;CountyDublin;Ireland,  CityCentre,  ,  Dublin;Ireland,  f,  Apartment,  Privateroom, 2, 1, 1, 27.5, 55.0, 55.0, 55.0, 55.0, 36.666666666666664, 125.58
18317267,  Ranelagh;CountyDublin;Ireland,  Donnybrook,  D06H593,  Ranelagh;Ireland,  t,  Townhouse,  Entirehome/apt, 4, 2, 2, 185.0, 185.0, 185.0, 185.0, 185.0, 185.0, 185.0
18320947,  Bray;CountyDublin;Ireland,  ,  ,  Bray;Ireland,  t,  Condominium,  Entirehome/apt, 4, 2, 3, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0, 200.0
18323759,  Glasnevin;CountyDublin;Ireland,  Glasnevin,  D11W5N0,  Glasnevin;Ireland,  t,  House,  Entirehome/apt, 4, 2, 2, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0
18328816,  Dublin;CountyDublin;Ireland,  Inchicore,  D08Y6X2,  Dublin;Ireland,  t,  Guesthouse,  Entirehome/apt, 1, 1, 1, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0, 43.0
18336892,  Dublin;CountyDublin;Ireland,  TheLiberties,  D08C8K5,  Dublin;Ireland,  t,  Townhouse,  Entirehome/apt, 6, 2, 3, 250.0, 500.0, 500.0, 500.0, 500.0, 500.0, 500.0
18338926,  Dublin4;CountyDublin;Ireland,  Ballsbridge,  D04W2T8,  Dublin4;Ireland,  t,  Townhouse,  Entirehome/apt, 4, 3, 3, 113.59, 118.89, 165.0, 165.0, 165.0, 165.0, 165.0
18345099,  Cabra;CountyDublin;Ireland,  Cabra,  D07E7T2,  Cabra;Ireland,  t,  Apartment,  Entirehome/apt, 2, 1, 1, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0, 99.0
18349413,  Dublin;CountyDublin;Ireland,  Crumlin,  D12KW35,  Dublin;Ireland,  f,  Cottage,  Entirehome/apt, 4, 2, 2, 48.0, 48.0, 48.0, 48.0, 48.0, 48.0, 48.0
18364857,  Rathmines;CountyDublin;Ireland,  RanelaghandRathmines,  D06WR88,  Rathmines;Ireland,  f,  Townhouse,  Entirehome/apt, 5, 2, 2, 160.0, 160.0, 160.0, 160.0, 160.0, 160.0, 160.0
18365538,  Dublin6;CountyDublin;Ireland,  RanelaghandRathmines,  D06EK13,  Dublin6;Ireland,  t,  House,  Privateroom, 2, 1, 1, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0
18373457,  Rathmines;CountyDublin;Ireland,  Donnybrook,  D06X4Y6,  Rathmines;Ireland,  t,  Guestsuite,  Entirehome/apt, 2, 1, 2, 80.0, 80.0, 53.333333333333336, 119.72, 119.95, 124.54, 125.58
18374092,  Blackrock;CountyDublin;Ireland,  Blackrock,  ,  Blackrock;Ireland,  t,  Apartment,  Privateroom, 2, 1, 1, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0
18374461,  Lusk;CountyDublin;Ireland,  ,  K45F768,  Lusk;Ireland,  t,  Townhouse,  Privateroom, 2, 1, 1, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0
18381404,  Castleknock;Dublin;Ireland,  Castleknock,  ,  Castleknock;Ireland,  f,  House,  Privateroom, 1, 1, 1, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0, 38.0
18384843,  Dublin;CountyDublinIreland;Ireland,  Ballybough,  D03EH02,  Dublin;Ireland,  f,  Apartment,  Entirehome/apt, 1, 1, 1, 40.0, 40.0, 40.0, 26.666666666666668, 119.95, 124.54, 125.58
18385965,  Howth;CountyDublin;Ireland,  ,  D13H682,  Howth;Ireland,  t,  Townhouse,  Entirehome/apt, 4, 2, 2, 275.0, 275.0, 275.0, 275.0, 275.0, 275.0, 275.0
18392187,  Dublin;CountyDublin;Ireland,  Kilmainham,  ,  Dublin;Ireland,  t,  Apartment,  Privateroom, 2, 1, 1, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0
18393249,  Ringsend;CountyDublin;Ireland,  Docklands,  D04F6Y0,  Ringsend;Ireland,  t,  House,  Privateroom, 1, 1, 1, 44.0, 44.0, 44.0, 44.0, 44.0, 44.0, 44.0
18403769,  Dublin;CountyDublin;Ireland,  OldCity,  ,  Dublin;Ireland,  f,  Apartment,  Entirehome/apt, 3, 1, 1, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0, 96.0
18409419,  Dublin;CountyDublin;Ireland,  Pelletstown,  ,  Dublin;Ireland,  t,  House,  Entirehome/apt, 5, 2, 3, 190.0, 190.0, 190.0, 190.0, 190.0, 190.0, 190.0
18412058,  Dublin;;CountyDublin;Ireland,  OldCity,  D08TC3D,  Dublin;;Ireland,  t,  Apartment,  Entirehome/apt, 2, 1, 1, 57.0, 57.0, 57.0, 57.0, 57.0, 57.0, 57.0
18417113,  Dublin;CountyDublin;Ireland,  TrinityCollege,  D02PF34,  Dublin;Ireland,  t,  Apartment,  Entirehome/apt, 4, 1, 2, 120.0, 120.0, 120.0, 119.72, 119.95, 124.54, 125.58
18420208,  Clonskeagh;CountyDublin;Ireland,  Donnybrook,  D14KV70,  Clonskeagh;Ireland,  t,  House,  Privateroom, 2, 1, 1, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0
18420804,  Dublin;CountyDublin;Ireland,  GraftonStreet/St.StephensGreen,  D02X920,  Dublin;Ireland,  t,  Apartment,  Privateroom, 2, 1, 1, 100.0, 100.0, 100.0, 100.0, 100.0, 124.54, 125.58
18424712,  Dublin;CountyDublin;Ireland,  Portobello,  D08C2Y8,  Dublin;Ireland,  t,  House,  Privateroom, 2, 1, 1, 65.0, 65.0, 65.0, 65.0, 65.0, 65.0, 65.0
18429190,  Dublin;CountyDublin;Ireland,  RanelaghandRathmines,  D6WDE63,  Dublin;Ireland,  t,  Apartment,  Privateroom, 2, 1, 1, 113.59, 15.333333333333334, 46.0, 46.0, 46.0, 46.0, 46.0
18429388,  Dublin;CountyDublin;Ireland,  PhoenixParkandSurrounds,  ,  Dublin;Ireland,  f,  Guestsuite,  Privateroom, 2, 1, 1, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0
18429852,  Donaghmede;CountyDublin;Ireland,  Bonnybrook/Darndale,  D13X3Y9,  Donaghmede;Ireland,  t,  Townhouse,  Sharedroom, 4, 1, 4, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0
18430615,  Dublin;CountyDublin;Ireland,  "NorthCityCentral/OConnellStreet",  D01EY10,  Dublin;Ireland,  f,  Apartment,  Entirehome/apt, 4, 1, 2, 120.0, 120.0, 120.0, 119.72, 119.95, 124.54, 125.58
18444937,  Dublin20;CountyDublin;Ireland,  Ballyfermot,  D20AK20,  Dublin20;Ireland,  t,  House,  Privateroom, 2, 1, 1, 70.0, 70.0, 23.333333333333332, 119.72, 119.95, 124.54, 125.58
18447127,  Dublin;CountyDublin;Ireland,  CityCentre,  ,  Dublin;Ireland,  t,  Apartment,  Entirehome/apt, 2, 1, 1, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0
18448121,  Dublin;CountyDublin;Ireland,  TrinityCollege,  ,  Dublin;Ireland,  f,  Condominium,  Entirehome/apt, 4, 1, 1, 100.0, 100.0, 100.0, 100.0, 100.0, 33.333333333333336, 125.58
18452093,  Dublin;CountyDublin;Ireland,  Marino,  ,  Dublin;Ireland,  f,  Apartment,  Privateroom, 1, 1, 1, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0
18468018,  Dublin;CountyDublin;Ireland,  CityCentre,  D07W886,  Dublin;Ireland,  t,  House,  Privateroom, 2, 1, 1, 51.0, 54.0, 54.0, 54.0, 54.0, 54.0, 54.0
18475022,  Dublin;CountyDublin;Ireland,  CityCentre,  D07W886,  Dublin;Ireland,  t,  House,  Sharedroom, 1, 1, 4, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0
18475110,  Dublin;CountyDublin;Ireland,  "NorthCityCentral/OConnellStreet",  1,  Dublin;Ireland,  t,  Apartment,  Entirehome/apt, 6, 2, 3, 155.0, 103.33333333333333, 155.0, 155.0, 170.0, 165.0, 165.0
18475161,  Dublin;CountyDublin;Ireland,  Stoneybatter/ArbourHill,  D07W886,  Dublin;Ireland,  t,  House,  Sharedroom, 4, 1, 4, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0
18475231,  Booterstown;CountyDublin;Ireland,  Booterstown,  A94AP66,  Booterstown;Ireland,  t,  House,  Entirehome/apt, 6, 3, 3, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0
18482772,  Dublin;CountyDublin;Ireland,  GraftonStreet/St.StephensGreen,  ,  Dublin;Ireland,  t,  Apartment,  Entirehome/apt, 2, 1, 1, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0
18485920,  Dublin;CountyDublin;Ireland,  ,  ,  Dublin;Ireland,  f,  Apartment,  Privateroom, 2, 1, 1, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0
18487394,  Santry;CountyDublin;Ireland,  Santry,  ,  Santry;Ireland,  f,  Apartment,  Privateroom, 2, 1, 1, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0
18498182,  Churchtown;CountyDublin;Ireland,  Churchtown,  D14HT35,  Churchtown;Ireland,  t,  House,  Privateroom, 1, 1, 1, 50.0, 50.0, 50.0, 16.666666666666668, 119.95, 124.54, 125.58
18500861,  Santry;CountyDublin;Ireland,  Santry,  ,  Santry;Ireland,  t,  Apartment,  Entirehome/apt, 6, 4, 6, 85.0, 85.0, 85.0, 85.0, 85.0, 85.0, 85.0
18501689,  Dublin;CountyDublin;Ireland,  EastWall,  ,  Dublin;Ireland,  t,  Apartment,  Privateroom, 2, 1, 1, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0
18502507,  Dublin;CountyDublin;Ireland,  Docklands,  ,  Dublin;Ireland,  t,  Condominium,  Privateroom, 2, 1, 1, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0
18503644,  Rathgar;CountyDublin;Ireland,  Rathgar,  ,  Rathgar;Ireland,  t,  Townhouse,  Entirehome/apt, 10, 4, 7, 295.0, 295.0, 295.0, 295.0, 295.0, 295.0, 295.0
18504119,  Dublin;CountyDublin;Ireland,  Booterstown,  ,  Dublin;Ireland,  f,  Apartment,  Entirehome/apt, 3, 1, 3, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0, 70.0
18507357,  Rathmines;CountyDublin;Ireland,  RanelaghandRathmines,  D06YN73,  Rathmines;Ireland,  t,  Apartment,  Privateroom, 2, 1, 1, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0
18512545,  Dublin;CountyDublin;Ireland,  CityCentre,  D01V0H6,  Dublin;Ireland,  t,  Apartment,  Entirehome/apt, 6, 2, 4, 129.0, 129.0, 129.0, 129.0, 129.0, 129.0, 129.0
18513357,  Dublin;CountyDublin;Ireland,  CityCentre,  ,  Dublin;Ireland,  t,  Apartment,  Entirehome/apt, 4, 1, 2, 175.0, 175.0, 175.0, 175.0, 175.0, 175.0, 175.0
18514743,  FinglasWest;CountyDublin;Ireland,  Finglas,  D11R5P9,  FinglasWest;Ireland,  t,  Guesthouse,  Entirehome/apt, 2, 1, 1, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0
18515537,  Dublin;CountyDublin;Ireland,  "NorthCityCentral/OConnellStreet",  ,  Dublin;Ireland,  t,  Apartment,  Entirehome/apt, 4, 1, 2, 175.0, 175.0, 175.0, 175.0, 175.0, 175.0, 175.0
18517231,  Swords;CountyDublin;Ireland,  ,  K67XC67,  Swords;Ireland,  t,  House,  Privateroom, 2, 1, 1, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0, 39.0
18520805,  Ballsbridge;CountyDublin;Ireland,  Ballsbridge,  D04E8W2,  Ballsbridge;Ireland,  t,  House,  Entirehome/apt, 5, 3, 3, 250.0, 250.0, 250.0, 119.72, 119.95, 124.54, 125.58
18522501,  Dublin;CountyDublin;Ireland,  CityCentre,  D07E7F8,  Dublin;Ireland,  t,  Cabin,  Privateroom, 1, 1, 1, 87.5, 62.0, 55.0, 55.0, 55.0, 55.0, 55.0
18524372,  Crumlin;CountyDublin;Ireland,  Kimmage,  D12YW7A,  Crumlin;Ireland,  t,  House,  Entirehome/apt, 4, 2, 3, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0, 72.0
18531822,  Marino;CountyDublin;Ireland,  Marino,  D03Y5C7,  Marino;Ireland,  t,  Townhouse,  Entirehome/apt, 4, 3, 3, 118.0, 118.0, 118.0, 118.0, 118.0, 118.0, 118.0
18535544,  Drumcondra;CountyDublin;Ireland,  Ballybough,  D03R702,  Drumcondra;Ireland,  t,  Cabin,  Privateroom, 2, 1, 1, 80.0, 80.0, 80.0, 80.0, 75.0, 70.0, 70.0
18540909,  Dublin;CountyDublin;Ireland,  ,  ,  Dublin;Ireland,  t,  Bedandbreakfast,  Privateroom, 2, 1, 1, 85.0, 85.0, 85.0, 85.0, 85.0, 85.0, 85.0
18541533,  Dublin;CountyDublin;Ireland,  CityCentre,  ,  Dublin;Ireland,  f,  Apartment,  Entirehome/apt, 4, 1, 2, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0, 150.0
18545619,  Dublin;CountyDublin;Ireland,  Cabra,  D07CY29,  Dublin;Ireland,  t,  Townhouse,  Privateroom, 1, 1, 1, 35.0, 35.0, 11.666666666666666, 119.72, 119.95, 124.54, 125.58
18545836,  Rathmines;CountyDublin;Ireland,  RanelaghandRathmines,  D06NW89,  Rathmines;Ireland,  t,  Townhouse,  Entirehome/apt, 4, 2, 4, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0, 220.0
18546345,  Kilbarrack;CountyDublin;Ireland,  Raheny,  D05KD99,  Kilbarrack;Ireland,  t,  House,  Privateroom, 2, 1, 1, 33.0, 33.0, 33.0, 33.0, 33.0, 124.54, 125.58
18547690,  dublin;CountyDublin;Ireland,  Cabra,  D07C1Y6,  dublin;Ireland,  t,  House,  Sharedroom, 2, 1, 2, 113.59, 32.666666666666664, 49.0, 49.0, 49.0, 49.0, 49.0
18558543,  Dublin;CountyDublin;Ireland,  Portobello,  D08NX06,  Dublin;Ireland,  f,  Apartment,  Entirehome/apt, 2, 1, 1, 79.0, 79.0, 79.0, 79.0, 79.0, 124.54, 125.58
18559924,  Dublin;CountyDublin;Ireland,  Dundrum,  Dundrum,  Dublin;Ireland,  f,  House,  Privateroom, 3, 1, 1, 113.59, 40.0, 60.0, 60.0, 60.0, 60.0, 60.0
18560100,  Dublin;CountyDublin;Ireland,  Ballyfermot,  ,  Dublin;Ireland,  f,  Apartment,  Entirehome/apt, 7, 3, 4, 200.0, 205.0, 215.0, 215.0, 107.5, 124.54, 125.58
18561575,  Dublin;CountyDublin;Ireland,  "NorthCityCentral/OConnellStreet",  D01WV83,  Dublin;Ireland,  t,  Apartment,  Entirehome/apt, 3, 1, 1, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0, 125.0
18563534,  Stepaside;Dublin18;CountyDublin;IE;Co.Dublin.;Ireland,  ,  D18P685,  Stepaside;Dublin18;CountyDublin;IE;Ireland,  t,  Apartment,  Privateroom, 1, 1, 1, 52.0, 52.0, 52.0, 52.0, 52.0, 17.333333333333332, 125.58
18564627,  Sandymount;CountyDublin;Ireland,  Sandymount,  D04HD56,  Sandymount;Ireland,  t,  House,  Privateroom, 2, 1, 1, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0, 90.0
18565443,  Dublin;CountyDublin;Ireland,  Stoneybatter/ArbourHill,  D07CF67,  Dublin;Ireland,  t,  House,  Privateroom, 2, 1, 2, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0
18565753,  Dublin;CountyDublin;Ireland,  PhoenixParkandSurrounds,  D08VN5C,  Dublin;Ireland,  t,  Apartment,  Privateroom, 2, 1, 1, 22.5, 55.0, 55.0, 55.0, 27.5, 124.54, 125.58
18581128,  Dublin;CountyDublin;Ireland,  "NorthCityCentral/OConnellStreet",  ,  Dublin;Ireland,  f,  Apartment,  Entirehome/apt, 2, 1, 1, 80.0, 80.0, 53.333333333333336, 119.72, 119.95, 124.54, 125.58
18582037,  Dublin;CountyDublin;Ireland,  Cabra,  D07R7V2,  Dublin;Ireland,  t,  House,  Privateroom, 2, 1, 1, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0
18583477,  Dublin;CountyDublin;Ireland,  CityCentre,  ,  Dublin;Ireland,  t,  Apartment,  Entirehome/apt, 4, 1, 1, 110.0, 110.0, 110.0, 110.0, 110.0, 110.0, 110.0
18590148,  Dublin;CountyDublin;Ireland,  Smithfield,  ,  Dublin;Ireland,  t,  Apartment,  Privateroom, 2, 1, 1, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0
18591323,  Dublin;CountyDublin;Ireland,  Docklands,  ,  Dublin;Ireland,  t,  Apartment,  Entirehome/apt, 2, 1, 1, 130.0, 130.0, 130.0, 130.0, 130.0, 130.0, 130.0
18591643,  Portrane;CountyDublin;Ireland,  ,  ,  Portrane;Ireland,  f,  Chalet,  Entirehome/apt, 10, 4, 5, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0
18610415,  Rathmines;CountyDublin;Ireland,  RanelaghandRathmines,  D06V5N7,  Rathmines;Ireland,  t,  House,  Entirehome/apt, 5, 3, 3, 115.0, 115.0, 115.0, 115.0, 115.0, 115.0, 115.0
18613392,  Dublin;CountyDublin;Ireland,  TrinityCollege,  ,  Dublin;Ireland,  t,  Apartment,  Entirehome/apt, 5, 2, 2, 152.0, 152.0, 152.0, 152.0, 152.0, 152.0, 152.0
18614233,  Dublin2;dublin;Ireland,  Docklands,  ,  Dublin2;Ireland,  f,  Condominium,  Entirehome/apt, 6, 2, 3, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0, 95.0
18625900,  Dublin;CountyDublin;Ireland,  Kilmainham,  D08WK11,  Dublin;Ireland,  t,  House,  Privateroom, 2, 1, 1, 45.0, 45.0, 45.0, 45.0, 45.0, 124.54, 125.58
18628779,  Fingal;CountyDublin;Ireland,  ,  ,  Fingal;Ireland,  f,  House,  Entirehome/apt, 10, 4, 5, 225.0, 225.0, 225.0, 225.0, 225.0, 225.0, 225.0
18632887,  Dollymount;CountyDublin;Ireland,  Clontarf,  ,  Dollymount;Ireland,  t,  Apartment,  Privateroom, 2, 1, 1, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0
18632998,  Blackrock;CountyDublin;Ireland,  Blackrock,  ,  Blackrock;Ireland,  t,  Apartment,  Privateroom, 2, 1, 1, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0
18635411,  Dublin;CountyDublin;Ireland,  OldCity,  ,  Dublin;Ireland,  t,  Apartment,  Privateroom, 2, 1, 1, 69.0, 69.0, 69.0, 69.0, 69.0, 69.0, 69.0
18640832,  Lucan;CountyDublin;Ireland,  ,  K78X098,  Lucan;Ireland,  t,  House,  Privateroom, 1, 1, 1, 35.0, 35.0, 35.0, 35.0, 35.0, 124.54, 125.58
18642305,  Donnycarney;CountyDublin;Ireland,  Donnycarney,  D05T684,  Donnycarney;Ireland,  t,  House,  Entirehome/apt, 4, 2, 2, 160.0, 160.0, 160.0, 160.0, 160.0, 53.333333333333336, 125.58
18645908,  Dublin;CountyDublin;Ireland,  GraftonStreet/St.StephensGreen,  D02W258,  Dublin;Ireland,  t,  Apartment,  Entirehome/apt, 6, 2, 3, 149.0, 149.0, 149.0, 149.0, 149.0, 149.0, 125.58
18647916,  Dublin;CountyDublin;Ireland,  NorthStrand,  D03X037,  Dublin;Ireland,  t,  Bungalow,  Entirehome/apt, 2, 1, 1, 99.0, 99.0, 99.0, 99.0, 99.0, 124.54, 125.58
18653108,  Dublin;CountyDublin;Ireland,  Crumlin,  D12XD62,  Dublin;Ireland,  t,  House,  Entirehome/apt, 4, 2, 2, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 125.58
18657842,  Dublin;CountyDublin;Ireland,  ,  ,  Dublin;Ireland,  f,  Apartment,  Entirehome/apt, 4, 2, 2, 78.0, 78.0, 48.0, 119.72, 119.95, 124.54, 125.58
18662714,  Dalkey;CountyDublin;Ireland,  ,  ,  Dalkey;Ireland,  f,  Cottage,  Entirehome/apt, 2, 1, 1, 84.5, 169.0, 112.66666666666667, 119.72, 119.95, 124.54, 125.58
18663566,  Dublin;Dublin;Ireland,  Ballsbridge,  ,  Dublin;Ireland,  t,  Apartment,  Privateroom, 2, 1, 1, 70.0, 70.0, 46.666666666666664, 70.0, 70.0, 80.0, 80.0
18663965,  DolphinsBarn;CountyDublin;Ireland,  Rialto,  D08KAP6,  DolphinsBarn;Ireland,  t,  Townhouse,  Privateroom, 2, 1, 1, 50.0, 50.0, 50.0, 63.333333333333336, 60.0, 60.0, 60.0
18667423,  Dublin;CountyDublin;Ireland,  "NorthCityCentral/OConnellStreet",  D01VK00,  Dublin;Ireland,  t,  Apartment,  Entirehome/apt, 4, 1, 1, 89.0, 89.0, 89.0, 101.0, 125.0, 125.0, 125.0
18669552,  Ballsbridge;CountyDublin;Ireland,  Ballsbridge,  D04P2C8,  Ballsbridge;Ireland,  t,  House,  Entirehome/apt, 8, 4, 6, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0
18676842,  Dublin1;Dublin;Ireland,  "NorthCityCentral/OConnellStreet",  D01ND83,  Dublin1;Ireland,  f,  Apartment,  Privateroom, 2, 1, 1, 75.0, 75.0, 75.0, 50.0, 119.95, 124.54, 125.58
18677321,  Dublin;CountyDublin;Ireland,  Ballsbridge,  D04R2Y1,  Dublin;Ireland,  t,  Apartment,  Entirehome/apt, 4, 2, 2, 150.0, 150.0, 150.0, 119.72, 119.95, 124.54, 125.58
18678187,  Dublin;CountyDublin;Ireland,  CityCentre,  D07E0V1,  Dublin;Ireland,  t,  House,  Privateroom, 2, 1, 1, 113.59, 118.89, 70.0, 70.0, 70.0, 70.0, 70.0
18678766,  Dalkey;CountyDublin;Ireland,  ,  ,  Dalkey;Ireland,  t,  Guestsuite,  Entirehome/apt, 2, 1, 1, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0
18679209,  Ranelagh;CountyDublin;Ireland,  Donnybrook,  D06VY79,  Ranelagh;Ireland,  t,  Apartment,  Entirehome/apt, 2, 1, 1, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0, 120.0
18680087,  Kinsealy;CountyDublin;Ireland,  ,  ,  Kinsealy;Ireland,  t,  Bungalow,  Privateroom, 3, 1, 2, 65.0, 65.0, 65.0, 65.0, 65.0, 65.0, 65.0
18680433,  Dublin;CountyDublin;Ireland,  CityCentre,  ,  Dublin;Ireland,  f,  Apartment,  Entirehome/apt, 4, 2, 2, 200.0, 200.0, 220.0, 220.0, 220.0, 220.0, 220.0
